"역번호",역사명,노선번호,노선명,영문역사명,한자역사명,환승역구분,환승노선번호,환승노선명,역위도,역경도,운영기관명,역사도로명주소,역사전화번호,데이터기준일자
3128,선학,S2801,인천지하철 1호선,Seonhak,仙鶴,일반역,-,-,37.426985,126.698872,인천교통공사,인천광역시 연수구 경원대로 480,032-821-3128,2020-04-13
3129,신연수,S2801,인천지하철 1호선,Sinyeonsu,新延壽,일반역,-,-,37.418032,126.693853,인천교통공사,인천광역시 연수구 경원대로 368,032-813-3129,2020-04-13
3130,원인재,S2801,인천지하철 1호선,Woninjae,源仁齋,환승역,I2801+I2802,수인선,37.412364,126.687893,인천교통공사,인천광역시 연수구 경원대로 285,032-816-3130,2020-04-13
3131,동춘,S2801,인천지하철 1호선,Dongchun,東春,일반역,-,-,37.404676,126.680835,인천교통공사,인천광역시 연수구 경원대로 180,032-814-5702,2020-04-13
3132,동막,S2801,인천지하철 1호선,Dongmak,東幕,일반역,-,-,37.398173,126.673561,인천교통공사,인천광역시 연수구 경원대로 80,032-816-5584,2020-04-13
3133,캠퍼스타운,S2801,인천지하철 1호선,Campus Town,-,일반역,-,-,37.388209,126.661985,인천교통공사,인천광역시 연수구 송도국제대로 66,032-451-3183,2020-04-13
3134,테크노파크,S2801,인천지하철 1호선,Technopark,-,일반역,-,-,37.382311,126.656355,인천교통공사,인천광역시 연수구 송도국제대로 150,032-451-3184,2020-04-13
3135,지식정보단지,S2801,인천지하철 1호선,BIT Zone,知識情報團地,일반역,-,-,37.378021,126.645412,인천교통공사,인천광역시 연수구 인천타워대로 57,032-451-3185,2020-04-13
3136,인천대입구,S2801,인천지하철 1호선,Incheon National University,仁川大入口,일반역,-,-,37.386239,126.639351,인천교통공사,인천광역시 연수구 인천타워대로 155,032-451-3186,2020-04-13
3137,센트럴파크,S2801,인천지하철 1호선,Central Park,-,일반역,-,-,37.392833,126.635002,인천교통공사,인천광역시 연수구 인천타워대로 240,032-451-3187,2020-04-13
3138,국제업무지구,S2801,인천지하철 1호선,Int''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''lBusiness District,國際業務地區,일반역,-,-,37.400464,126.630094,인천교통공사,인천광역시 연수구 인천타워대로 334,032-451-3188,2020-04-13
3201,검단오류,S2802,인천지하철 2호선,Geomdan Oryu,黔丹梧柳,일반역,-,-,37.595162,126.629206,인천교통공사,인천광역시 서구 검단로 187 (오류동),032-451-4301,2020-04-13
3202,왕길,S2802,인천지하철 2호선,Wanggil,旺吉,일반역,-,-,37.592191,126.642284,인천교통공사,인천광역시 서구 검단로 323 (왕길동),032-451-4302,2020-04-13
3203,검단사거리,S2802,인천지하철 2호선,Geomdan Sageori,黔丹十字路口,일반역,-,-,37.601693,126.656545,인천교통공사,인천광역시 서구 검단로 473 (왕길동),032-451-4303,2020-04-13
3204,마전,S2802,인천지하철 2호선,Majeon,麻田,일반역,-,-,37.597756,126.667195,인천교통공사,인천광역시 서구 완정로 68 (마전동),032-451-4304,2020-04-13
3205,완정,S2802,인천지하철 2호선,Wanjeong,完井,일반역,-,-,37.592867,126.672961,인천교통공사,인천광역시 서구 원당대로 650 (당하동),032-451-4305,2020-04-13
3206,독정,S2802,인천지하철 2호선,Dokjeong,篤 亭,일반역,-,-,37.584927,126.675981,인천교통공사,인천광역시 서구 서곶로 760 (백석동),032-451-4306,2020-04-13
3207,검암,S2802,인천지하철 2호선,Geomam,黔岩,환승역,I2802+S2801,공항철도,37.568611,126.671221,인천교통공사,인천광역시 서구 검바위로 4 (검암동),032-451-4307,2020-04-13
3208,검바위,S2802,인천지하철 2호선,Geombawi,黔石,일반역,-,-,37.561091,126.677529,인천교통공사,인천광역시 서구 서곶로 492 (검암동),032-451-4308,2020-04-13
3209,아시아드경기장,S2802,인천지하철 2호선,Asiad Stadium,亞運會賽場,일반역,-,-,37.551373,126.677075,인천교통공사,인천광역시 서구 서곶로 382 (연희동),032-451-4309,2020-04-13
3210,서구청,S2802,인천지하철 2호선,Seo-gu Office,西區廳,일반역,-,-,37.543839,126.676795,인천교통공사,인천광역시 서구 서곶로 294 (심곡동),032-451-4310,2020-04-13
3211,가정(루원시티),S2802,인천지하철 2호선,Gajeong,佳亭,일반역,-,-,37.524805,126.675387,인천교통공사,인천광역시 서구 봉오대로 234 (가정동),032-451-4311,2020-04-13
3212,가정중앙시장,S2802,인천지하철 2호선,Gajeong Jungang Market,佳亭中央市場,일반역,-,-,37.517511,126.676784,인천교통공사,인천광역시 서구 가남로 400 (가정동),032-451-4312,2020-04-13
3213,석남(거북시장),S2802,인천지하철 2호선,Seongnam,石南,일반역,-,-,37.507211,126.676304,인천교통공사,인천광역시 서구 가석로 257 (석남동),032-451-4313,2020-04-13
3214,서부여성회관,S2802,인천지하철 2호선,West Woman’s Community Center,西部女性會館,일반역,-,-,37.500298,126.675875,인천교통공사,인천광역시 서구 가석로 169 (석남동),032-451-4314,2020-04-13
3215,인천가좌,S2802,인천지하철 2호선,Incheon Gajwa,仁川佳佐,일반역,-,-,37.493762,126.675465,인천교통공사,인천광역시 서구 가석로 67 (가좌동),032-451-4315,2020-04-13
3216,가재울,S2802,인천지하철 2호선,Gajaeul,伽岾溪,일반역,-,-,37.484152,126.683883,인천교통공사,인천광역시 서구 열우물로 252 (가좌동),032-451-4316,2020-04-13
3217,주안국가산단,S2802,인천지하철 2호선,Juan National Industrial Complex,朱安國家産團,일반역,-,-,37.473599,126.681702,인천교통공사,인천광역시 서구 방축로 343 (가좌동),032-451-4317,2020-04-13
3218,주안,S2802,인천지하철 2호선,Juan,朱安,환승역,I2802+I1101,경인선,37.465517,126.680441,인천교통공사,인천광역시 미추홀구 주안로 지하 91-1 (주안동),032-451-4318,2020-04-13
3219,시민공원,S2802,인천지하철 2호선,Citizens Park,市民公園,일반역,-,-,37.458739,126.680091,인천교통공사,인천광역시 미추홀구 경인로 371 (주안동),032-451-4319,2020-04-13
3220,석바위시장,S2802,인천지하철 2호선,Seokbawi Market,石岩市場,일반역,-,-,37.457659,126.692387,인천교통공사,인천광역시 미추홀구 구월로 19 (주안동),032-451-4320,2020-04-13
3221,인천시청,S2802,인천지하철 2호선,Incheon City Hall,仁川市廳,환승역,I2802+I2801,인천1호선,37.456904,126.701523,인천교통공사,인천광역시 남동구 구월로 지하 99 (간석동),032-451-4321,2020-04-13
3222,석천사거리,S2802,인천지하철 2호선,Seokcheon Sageori,石泉十字路口,일반역,-,-,37.4569323,126.710383,인천교통공사,인천광역시 남동구 구월로 지하 181 (구월동),032-451-4322,2020-04-13
3223,모래내시장,S2802,인천지하철 2호선,Moraenae Market,沙丘市場,일반역,-,-,37.455842,126.719578,인천교통공사,인천광역시 남동구 구월로 지하 255 (구월동),032-451-4323,2020-04-13
3224,만수,S2802,인천지하철 2호선,Mansu,万壽,일반역,-,-,37.454962,126.731764,인천교통공사,인천광역시 남동구 구월로 지하 367 (만수동),032-451-4324,2020-04-13
3225,남동구청,S2802,인천지하철 2호선,Namdong-gu Office,南洞區廳,일반역,-,-,37.448179,123.736581,인천교통공사,인천광역시 남동구 인주대로 지하 889 (만수동),032-451-4325,2020-04-13
3226,인천대공원,S2802,인천지하철 2호선,Incheon Grand Park,仁川大公園,일반역,-,-,37.448475,126.753051,인천교통공사,인천광역시 남동구 수인로 3677 (장수동),032-451-4326,2020-04-13
3227,운연,S2802,인천지하철 2호선,Unyeon,云宴,일반역,-,-,37.437924,126.759409,인천교통공사,인천광역시 남동구 매소홀로 1229 (운연동),032-451-4327,2020-04-13
U110,발곡,L4101,의정부경전철,Balgok,鉢谷,일반역,-,-,37.7269917,127.0529098,인천교통공사,경기도 의정부시 장곡로 258,031-820-1000,2020-04-13
U111,회룡,L4101,의정부경전철,Hoeryong,回龍,환승역,S1101+L4101,서울도시철도1호선+의정부경전철,37.7250156,127.0471082,인천교통공사,경기도 의정부시 평화로 363,031-820-1000,2020-04-13
U112,범골,L4101,의정부경전철,Beomgol,-,일반역,-,-,37.728796,127.0436639,인천교통공사,경기도 의정부시 신흥로 141,031-820-1000,2020-04-13
U113,경전철의정부,L4101,의정부경전철,Lrt Uijeongbu,輕電鐵議政府,일반역,-,-,37.7373859,127.043314,인천교통공사,경기도 의정부시 신흥로 237,031-820-1000,2020-04-13
U114,의정부시청,L4101,의정부경전철,Uijeongbu City Hall,議政府市廳,일반역,-,-,37.7392416,127.0348664,인천교통공사,경기도 의정부시 의정부로 69,031-820-1000,2020-04-13
U115,흥선,L4101,의정부경전철,Heungseon,興宣,일반역,-,-,37.7432842,127.0371212,인천교통공사,경기도 의정부시 호국로 1197,031-820-1000,2020-04-13
U117,의정부중앙,L4101,의정부경전철,Uijeongbu Jung-ang,議政府中央,일반역,-,-,37.7436839,127.0496634,인천교통공사,경기도 의정부시 호국로 1305,031-820-1000,2020-04-13
U118,동오,L4101,의정부경전철,Dong-o,東梧,일반역,-,-,37.7452685,127.056979,인천교통공사,경기도 의정부시 장곡로 471,031-820-1000,2020-04-13
U119,새말,L4101,의정부경전철,Sae-mal,-,일반역,-,-,37.7488688,127.0637846,인천교통공사,경기도 의정부시 장곡로 551,031-820-1000,2020-04-13
U120,경기도청북부청사,L4101,의정부경전철,Northern Gyeonggi-do Government,京畿道廳北部廳舍,일반역,-,-,37.7507731,127.0716075,인천교통공사,경기도 의정부시 장곡로 615,031-820-1000,2020-04-13
U121,효자,L4101,의정부경전철,Hyoja,孝子,일반역,-,-,37.7539992,127.0772808,인천교통공사,경기도 의정부시 부용로 159-40,031-820-1000,2020-04-13
U122,곤제,L4101,의정부경전철,Gonjae,昆弟,일반역,-,-,37.7505337,127.083846,인천교통공사,경기도 의정부시 천보로 173,031-820-1000,2020-04-13
U123,어룡,L4101,의정부경전철,Eoryong,魚龍,일반역,-,-,37.7426961,127.0852263,인천교통공사,경기도 의정부시 충의로 125,031-820-1000,2020-04-13
U124,송산,L4101,의정부경전철,Songsan,松山,일반역,-,-,37.737262,127.0872261,인천교통공사,경기도 의정부시 충의로 59,031-820-1000,2020-04-13
U125,탑석,L4101,의정부경전철,Tapseok,塔石,일반역,-,-,37.7334668,127.0889285,인천교통공사,경기도 의정부시 충의로 20,031-820-1000,2020-04-13
